image_names,image_labels,cluster_id
COCO_train2014_000000014269.jpg,"person,person,backpack,backpack,skis,skis,skis,skis",1
n03496892_10109.JPEG,"harvester, reaper",4
citystreet9.jpg,citystreet,1
track5.jpg,track,3
n03457902_14354.JPEG,"greenhouse, nursery, glasshouse",3
n04336792_2479.JPEG,stretcher,1
observatory4.jpeg,observatory,1
n02892201_13959.JPEG,"brass, memorial tablet, plaque",1
n02280649_2534.JPEG,cabbage butterfly,2
COCO_train2014_000000338501.jpg,"sports ball,sports ball,person,baseball glove",1
hallway4.jpg,hallway,3
COCO_train2014_000000237372.jpg,"umbrella,car,car,truck,truck,truck,person,car",1
n03272010_3139.JPEG,electric guitar,4
n03742115_4929.JPEG,"medicine chest, medicine cabinet",4
COCO_train2014_000000046024.jpg,"tv,cat,chair,keyboard,laptop,mouse",4
n02321529_12622.JPEG,"sea cucumber, holothurian",2
n01930112_14289.JPEG,"nematode, nematode worm, roundworm",2
COCO_train2014_000000297871.jpg,"person,person,person,person,person,skis,person,person,person,skis,person,person",1
COCO_train2014_000000124456.jpg,"person,person,person,surfboard,surfboard,surfboard,surfboard,surfboard,surfboard,person,person,person",1
COCO_train2014_000000341087.jpg,"person,person,person,apple,apple,handbag,person,person,person,orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,handbag,orange,orange",1
COCO_train2014_000000254130.jpg,train,1
ruralroad2.jpg,ruralroad,1
photographer_studio3.jpg,photographer_studio,3
n04606251_2209.JPEG,wreck,1
n02708093_3552.JPEG,analog clock,4
COCO_train2014_000000270278.jpg,stop sign,1
nursery4.jpg,nursery,3
n04486054_1941.JPEG,triumphal arch,1
COCO_train2014_000000042366.jpg,fire hydrant,4
n04070727_5531.JPEG,"refrigerator, icebox",4
n02326432_717.JPEG,hare,2
n04398044_3768.JPEG,teapot,4
COCO_train2014_000000009557.jpg,"chair,chair,person,suitcase,chair",4
observatory3.jpg,observatory,1
COCO_train2014_000000309135.jpg,"zebra,zebra",2
n04254777_18190.JPEG,sock,4
COCO_train2014_000000292349.jpg,"person,baseball bat,bench,bench",1
COCO_train2014_000000505863.jpg,"person,surfboard",1
COCO_train2014_000000162230.jpg,"oven,cake,cake",4
readingroom4.jpg,readingroom,3
pizzeria2.jpg,pizzeria,4
COCO_train2014_000000010903.jpg,"potted plant,chair,chair,chair,dining table,vase,chair,chair,chair",3
n03494278_32555.JPEG,"harmonica, mouth organ, harp, mouth harp",4
COCO_train2014_000000144817.jpg,"person,person,person,wine glass,wine glass,handbag,person,handbag,chair",1
COCO_train2014_000000126816.jpg,"person,person,frisbee,person,bench,bench,car,person",1
n03179701_9059.JPEG,desk,3
COCO_train2014_000000520259.jpg,"person,kite,car,car",1
COCO_train2014_000000296474.jpg,"train,backpack,suitcase,suitcase,suitcase,suitcase,person,person,person,person,person,person,person,person,person,train,handbag,handbag,suitcase,suitcase,suitcase,suitcase,suitcase,person,handbag,suitcase,suitcase,person,person,person",1
n02119022_16850.JPEG,"red fox, Vulpes vulpes",2
COCO_train2014_000000131967.jpg,"boat,person,boat,person",1
COCO_train2014_000000000584.jpg,"spoon,broccoli,broccoli,carrot,carrot,carrot,carrot,carrot,carrot,bowl,carrot,carrot,carrot,carrot",4
movie_theater6.jpg,movie_theater,3
COCO_train2014_000000428605.jpg,"fire hydrant,person",4
COCO_train2014_000000540735.jpg,"cow,cow,cow,cow,cow,cow,cow,cow,cow,cow",2
n02988304_2552.JPEG,CD player,3
COCO_train2014_000000128299.jpg,"potted plant,chair,dining table,bowl,bowl,bowl,orange,microwave,sink,orange,potted plant,refrigerator,oven,oven",3
clothingstore2.jpg,clothingstore,3
ShowJumping8.jpg,ShowJumping,1
n01697457_8605.JPEG,"African crocodile, Nile crocodile, Crocodylus niloticus",2
COCO_train2014_000000034933.jpg,sink,3
COCO_train2014_000000119505.jpg,"clock,person,person,person,person,person,person,backpack,backpack,backpack,backpack,tie,person,fire hydrant,backpack",1
n03692522_13672.JPEG,"loupe, jeweler's loupe",4
COCO_train2014_000000485595.jpg,"tie,chair,person,bench,chair",4
farm2.jpg,farm,1
COCO_train2014_000000118306.jpg,fire hydrant,3
n04376876_11087.JPEG,syringe,1
COCO_train2014_000000137706.jpg,"cow,cow",2
n02948072_4353.JPEG,"candle, taper, wax light",4
COCO_train2014_000000247121.jpg,"bed,chair,chair,cell phone",3
COCO_train2014_000000281330.jpg,"boat,boat",1
backyard6.jpg,backyard,3
n03773504_5966.JPEG,missile,1
COCO_train2014_000000207833.jpg,"potted plant,dining table,fork,fork,fork,spoon,bowl,bowl,vase,vase,vase,vase,vase,wine glass,wine glass,wine glass,wine glass,wine glass,wine glass,wine glass,wine glass,wine glass,knife,knife,knife,spoon,spoon,spoon,spoon,spoon,bowl,cup,cup,chair,wine glass,wine glass,wine glass,fork,bowl,bowl,chair",3
jewelrystore8.jpg,jewelrystore,3
COCO_train2014_000000456035.jpg,"chair,chair,dining table,person,cup,bowl,banana,book,vase,banana,chair",1
COCO_train2014_000000170962.jpg,"bottle,chair,dining table,wine glass,wine glass,wine glass,cup,spoon,spoon,bowl,pizza,pizza,person,person,person,wine glass,wine glass,wine glass,wine glass,fork,knife,knife,knife,knife,pizza,pizza,person,person,person,person,person,person,person,bottle,bottle,wine glass,pizza,cup,cup,clock,person,spoon,chair",1
cabana1.jpg,cabana,3
COCO_train2014_000000039196.jpg,"cat,bench,bench",0
porch.jpg,porch,3
COCO_train2014_000000402199.jpg,scissors,4
runway3.jpg,runway,1
COCO_train2014_000000017935.jpg,"person,surfboard",1
n02018207_10823.JPEG,"American coot, marsh hen, mud hen, water hen, Fulica americana",2
COCO_train2014_000000166764.jpg,"person,person,baseball bat,baseball bat,baseball bat,baseball bat,baseball glove,baseball glove,person,baseball bat,baseball bat",1
coralreef.jpg,coralreef,2
COCO_train2014_000000224869.jpg,"dog,car,car,car,person,person,person,person,person,clock,person,person,motorcycle,person,motorcycle",0
COCO_train2014_000000178031.jpg,"person,person,person,person,person,person,person,person,person,person,horse,horse,horse,horse,horse,horse,horse",1
COCO_train2014_000000087126.jpg,"potted plant,potted plant,bottle,bottle,bottle,bottle,bottle,refrigerator,cup,sink,bottle,tv,bottle,vase",3
COCO_train2014_000000036151.jpg,"person,person,person,baseball bat,baseball glove",1
n03314780_3518.JPEG,face powder,4
n04310018_3250.JPEG,steam locomotive,1
n03197337_2865.JPEG,digital watch,4
COCO_train2014_000000201246.jpg,"airplane,airplane,airplane,airplane,airplane,airplane,airplane",1
n01818515_4196.JPEG,macaw,2
COCO_train2014_000000001625.jpg,"bicycle,bus",1
n03530642_28978.JPEG,honeycomb,2
COCO_train2014_000000211138.jpg,"dining table,dining table,cup,knife,bowl,bowl,bowl,person,fork,remote,knife",4
n02277742_3879.JPEG,"ringlet, ringlet butterfly",2
COCO_train2014_000000169217.jpg,"cow,cow,zebra,zebra,cow",2
COCO_train2014_000000081474.jpg,"elephant,giraffe,giraffe,giraffe",2
n01632777_8452.JPEG,"axolotl, mud puppy, Ambystoma mexicanum",2
COCO_train2014_000000122560.jpg,"elephant,elephant",2
n04356056_5603.JPEG,"sunglasses, dark glasses, shades",4
n04153751_8229.JPEG,screw,4
n02111500_9058.JPEG,Great Pyrenees,0
n07730033_793.JPEG,cardoon,2
COCO_train2014_000000253480.jpg,"car,car,car,car,traffic light,traffic light,traffic light,car,traffic light,traffic light,car,car,car,car",1
n03133878_4774.JPEG,Crock Pot,4
COCO_train2014_000000040399.jpg,"tie,person",4
n01534433_436.JPEG,"junco, snowbird",2
COCO_train2014_000000016898.jpg,"clock,clock",1
n03095699_4161.JPEG,"container ship, containership, container vessel",1
baggageClaim4.jpg,baggageClaim,3
COCO_train2014_000000396625.jpg,"giraffe,giraffe",2
n02066245_4953.JPEG,"grey whale, gray whale, devilfish, Eschrichtius gibbosus, Eschrichtius robustus",2
COCO_train2014_000000499730.jpg,stop sign,1
brewery2.jpg,brewery,3
COCO_train2014_000000196584.jpg,elephant,2
COCO_train2014_000000228380.jpg,"train,person,person,person,bench,person,person,bench",1
n03874293_855.JPEG,"paddlewheel, paddle wheel",1
COCO_train2014_000000300622.jpg,"tie,person",4
COCO_train2014_000000130973.jpg,"airplane,airplane,truck",1
COCO_train2014_000000086065.jpg,"bottle,person,person,person,person,person,person,chair,chair,dining table,dining table,wine glass,wine glass,wine glass,wine glass,cup,cup,cup,bowl,pizza,bottle,wine glass,cup,fork,knife,knife,pizza,pizza,pizza,clock,clock,person,person,cup,chair,chair,chair,pizza,person,chair,chair,dining table",1
COCO_train2014_000000154011.jpg,"bear,bear",2
n02002724_1411.JPEG,"black stork, Ciconia nigra",2
COCO_train2014_000000129143.jpg,"motorcycle,person,person",1
artStudio2.jpg,artStudio,3
COCO_train2014_000000092353.jpg,"person,kite,dog",1
n03666591_14922.JPEG,"lighter, light, igniter, ignitor",4
balconyIN5.jpg,balconyIN,3
COCO_train2014_000000492648.jpg,"person,surfboard",1
n02113799_8764.JPEG,standard poodle,0
n02091032_7089.JPEG,Italian greyhound,0
n02105412_545.JPEG,kelpie,0
COCO_train2014_000000083738.jpg,"toothbrush,cup,cup,cup,toilet,sink,cup,cup,toothbrush,toothbrush",3
n02391049_2163.JPEG,zebra,2
driveway7.jpg,driveway,3
photographer_studio2.jpg,photographer_studio,3
COCO_train2014_000000406292.jpg,"bus,person,person,person,person,person,person,person,person,person,person,person,sheep,sheep,sheep,sheep,sheep,sheep,sheep,sheep,sheep,sheep,sheep,person,truck,truck,sheep,person,sheep,person,sheep",1
n02510455_1670.JPEG,"giant panda, panda, panda bear, coon bear, Ailuropoda melanoleuca",2
n02085782_1778.JPEG,Japanese spaniel,0
n01984695_57624.JPEG,"spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish",2
n02123159_3798.JPEG,tiger cat,2
COCO_train2014_000000401138.jpg,"horse,person,horse,person",1
n03661043_41934.JPEG,library,3
n01693334_348.JPEG,"green lizard, Lacerta viridis",2
COCO_train2014_000000319685.jpg,"bear,bear",2
COCO_train2014_000000151163.jpg,"person,person,bench",1
COCO_train2014_000000502860.jpg,"spoon,remote,remote,remote,book,bowl,remote,book,cup,dining table,dining table,book",4
COCO_train2014_000000244476.jpg,"dining table,person,cake,chair",4
COCO_train2014_000000078000.jpg,zebra,2
COCO_train2014_000000002270.jpg,"potted plant,couch,chair,chair,cup,vase,vase,cup,bowl,book,book,bowl,chair",3
theater5.jpg,theater,3
COCO_train2014_000000069705.jpg,"elephant,elephant",2
n02168699_1344.JPEG,"long-horned beetle, longicorn, longicorn beetle",2
n02091635_7610.JPEG,"otterhound, otter hound",0
n03769881_3263.JPEG,minibus,1
minigolf2.jpg,minigolf,1
COCO_train2014_000000369367.jpg,sheep,2
COCO_train2014_000000575971.jpg,"person,kite,person,backpack",1
sandbox.jpg,sandbox,3
COCO_train2014_000000408492.jpg,giraffe,2
COCO_train2014_000000172582.jpg,"car,car,car,car,car,traffic light,fire hydrant,truck,car",1
n01530575_3746.JPEG,"brambling, Fringilla montifringilla",2
n03388183_13799.JPEG,fountain pen,4
shoestore2.jpg,shoestore,3
COCO_train2014_000000340283.jpg,"clock,person,person,person,person,person,person,person,person,backpack,person,person,person",1
arcade5.jpg,arcade,3
conference1.jpg,conference,3
COCO_train2014_000000197068.jpg,"cell phone,cell phone",4
n03400231_21818.JPEG,"frying pan, frypan, skillet",4
n03384352_4806.JPEG,forklift,1
COCO_train2014_000000455020.jpg,"tv,mouse,keyboard",3
n15075141_17963.JPEG,"toilet tissue, toilet paper, bathroom tissue",4
n02002724_6339.JPEG,"black stork, Ciconia nigra",2
n02823428_4996.JPEG,beer bottle,4
COCO_train2014_000000055465.jpg,"giraffe,giraffe",2
COCO_train2014_000000032134.jpg,"sports ball,person,tennis racket,car,car,car,car,car,car,car",1
COCO_train2014_000000072095.jpg,"sports ball,bench,tennis racket,person,handbag,chair,chair,chair,person,person,person,person,person,person,person,person,person,person,person,person,bench,chair,chair,bench,person",1
COCO_train2014_000000523306.jpg,"person,elephant,handbag,handbag,bench,person",2
COCO_train2014_000000404282.jpg,kite,4
citystreet10.jpg,citystreet,1
n04344873_8289.JPEG,"studio couch, day bed",3
n03595614_9847.JPEG,"jersey, T-shirt, tee shirt",4
cave.jpg,cave,1
COCO_train2014_000000000731.jpg,"umbrella,car,car,car,person,car",1
COCO_train2014_000000140590.jpg,giraffe,2
COCO_train2014_000000292845.jpg,"person,wine glass",4
COCO_train2014_000000558822.jpg,"sheep,sheep,sheep,sheep,sheep,sheep,sheep,sheep,sheep,sheep,sheep,sheep",2
observatory2.jpg,observatory,1
gasstation6.jpg,gasstation,3
n01820546_4905.JPEG,lorikeet,2
COCO_train2014_000000265150.jpg,"clock,clock",1
museum5.jpg,museum,3
n03534580_89.JPEG,"hoopskirt, crinoline",4
COCO_train2014_000000021991.jpg,"person,bed",4
bridge6.jpg,bridge,1
n03032252_63428.JPEG,"cinema, movie theater, movie theatre, movie house, picture palace",3
doctor6.jpg,doctor,3
n02125311_9205.JPEG,"cougar, puma, catamount, mountain lion, painter, panther, Felis concolor",2
n04311174_6826.JPEG,steel drum,1
COCO_train2014_000000333654.jpg,"person,truck,truck,truck,truck,truck,person,person,car,car,bus,truck,car,car,car,car,car,car,truck,truck,truck,truck,truck,car,car,car,car,car,truck,person,bus,truck,truck,car",1
COCO_train2014_000000463320.jpg,"bottle,cell phone,book,book,book,book,remote,book",4
n02096437_4922.JPEG,"Dandie Dinmont, Dandie Dinmont terrier",0
carFactory3.jpg,carFactory,1
COCO_train2014_000000317061.jpg,"person,skateboard",1
COCO_train2014_000000425135.jpg,"sink,sink",3
n04579145_1376.JPEG,whiskey jug,4
nailsalon7.jpg,nailsalon,3
COCO_train2014_000000372943.jpg,"sports ball,person,baseball glove,person",1
n02807133_7801.JPEG,"bathing cap, swimming cap",1
COCO_train2014_000000485902.jpg,"person,snowboard",1
sandDunes_desert_outdoor9.jpg,sandDunes_desert_outdoor,1
COCO_train2014_000000228518.jpg,"zebra,zebra,zebra,zebra,zebra,zebra,zebra",2
n02071294_3638.JPEG,"killer whale, killer, orca, grampus, sea wolf, Orcinus orca",2
n02011460_4269.JPEG,bittern,2
doctor3.jpg,doctor,3
COCO_train2014_000000214821.jpg,"person,baseball bat",1
COCO_train2014_000000527618.jpg,giraffe,2
fabricstore1.jpg,fabricstore,3
COCO_train2014_000000239337.jpg,"bird,person,person,person,person,person,person,person,person,person,person,person,person,person,person",1
n02783161_2952.JPEG,"ballpoint, ballpoint pen, ballpen, Biro",4
COCO_train2014_000000210065.jpg,"potted plant,chair,chair,chair,chair,couch,dining table,chair,book,vase",3
n03483316_1219.JPEG,"hand blower, blow dryer, blow drier, hair dryer, hair drier",4
COCO_train2014_000000462134.jpg,"skateboard,person,person,person,person,person,person,person,person,person,person,person,person,person",1
n03481172_16310.JPEG,hammer,4
COCO_train2014_000000354791.jpg,"person,person,person,baseball bat,person,baseball glove",1
COCO_train2014_000000415026.jpg,dog,0
n03124170_14337.JPEG,"cowboy hat, ten-gallon hat",4
n02088364_6333.JPEG,beagle,0
COCO_train2014_000000193318.jpg,"car,person,skateboard",1
n01950731_13698.JPEG,"sea slug, nudibranch",2
COCO_train2014_000000564465.jpg,"apple,apple,apple,apple,apple,apple,apple,orange,orange,apple,apple,apple,orange,orange,orange,orange,orange,apple,apple,orange,orange,orange,orange,apple,orange,orange,orange",4
COCO_train2014_000000443940.jpg,bird,2
n03935335_617.JPEG,"piggy bank, penny bank",4
COCO_train2014_000000547367.jpg,broccoli,4
COCO_train2014_000000207805.jpg,"boat,person,person,person,person,person,person,person,person",1
n03792782_3388.JPEG,"mountain bike, all-terrain bike, off-roader",1
n03866082_251.JPEG,overskirt,4
n02797295_9188.JPEG,"barrow, garden cart, lawn cart, wheelbarrow",1
n03250847_127.JPEG,drumstick,4
alley3.jpg,alley,1
COCO_train2014_000000171049.jpg,oven,3
COCO_train2014_000000539705.jpg,"boat,boat,boat,boat,boat,boat,boat,boat",1
n02102973_5743.JPEG,Irish water spaniel,0
n02281406_11784.JPEG,"sulphur butterfly, sulfur butterfly",2
COCO_train2014_000000477852.jpg,"motorcycle,person,person,motorcycle",1
COCO_train2014_000000281575.jpg,"person,person,elephant",2
COCO_train2014_000000064263.jpg,"person,person,remote,chair,remote,couch",4
concerthall6.jpg,concerthall,1
COCO_train2014_000000411475.jpg,bear,2
COCO_train2014_000000106010.jpg,"person,person,skis,skis,person",1
n01689811_9114.JPEG,alligator lizard,2
chickenCoop7.jpg,chickenCoop,4
bistrooutdoor5.jpg,bistrooutdoor,3
n03961711_21196.JPEG,plate rack,4
n02094114_5825.JPEG,Norfolk terrier,0
cabin3.jpg,cabin,1
n02814533_14771.JPEG,"beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon",1
n12620546_21684.JPEG,"hip, rose hip, rosehip",2
farmersmarket3.jpg,farmersmarket,1
n07711569_4744.JPEG,mashed potato,4
n02869837_28668.JPEG,"bonnet, poke bonnet",4
COCO_train2014_000000550870.jpg,"couch,dining table,person,pizza,pizza,pizza",4
COCO_train2014_000000336374.jpg,"surfboard,surfboard,surfboard,person,person,person,person,person,person,person,person,person,person,boat,surfboard,surfboard,surfboard,person,boat,surfboard,person",1
n04536866_34509.JPEG,"violin, fiddle",4
shower3.jpg,shower,3
fishmarket1.jpg,fishmarket,1
COCO_train2014_000000068996.jpg,giraffe,2
n03837869_558.JPEG,obelisk,1
n09421951_5433.JPEG,"sandbar, sand bar",1
COCO_train2014_000000485605.jpg,"toothbrush,toothbrush,toilet,sink",3
COCO_train2014_000000485614.jpg,"car,car,car,car,bench",1
n03793489_4253.JPEG,"mouse, computer mouse",4
COCO_train2014_000000412922.jpg,"cow,cow,cow,cow,cow,cow,cow,cow,cow,cow,cow,cow,cow,cow",2
COCO_train2014_000000505592.jpg,elephant,2
COCO_train2014_000000100669.jpg,"person,bench",1
n02095570_3254.JPEG,Lakeland terrier,0
n02093991_7842.JPEG,Irish terrier,0
n02843684_21806.JPEG,birdhouse,4
n03627232_12520.JPEG,knot,4
n02102318_14888.JPEG,"cocker spaniel, English cocker spaniel, cocker",0
COCO_train2014_000000514563.jpg,"bicycle,bicycle,bicycle,bicycle,bicycle,car,car,car,car,car,traffic light,traffic light,traffic light,traffic light,traffic light,person,person,person,person,person,person,person,person,car,truck,traffic light,person,person,person,person,bicycle,bicycle,bicycle,car,car,car,car,car,car",1
COCO_train2014_000000383652.jpg,"bottle,bottle,bottle,bottle,refrigerator,bottle,bottle,bottle,bottle,bottle,bottle,bottle",4
n03980874_1291.JPEG,poncho,4
planetarium2.jpg,planetarium,1
n03791053_17506.JPEG,"motor scooter, scooter",1
COCO_train2014_000000339051.jpg,"bottle,bottle,bottle,refrigerator,bottle,person,person,bottle",4
COCO_train2014_000000331607.jpg,clock,1
COCO_train2014_000000016314.jpg,person,1
COCO_train2014_000000201722.jpg,"bird,bird",2
n01828970_1023.JPEG,bee eater,2
COCO_train2014_000000206467.jpg,"train,person,person,person,person,person,person,person,bench,person,car,person,person,person,person,car",1
n01873310_26027.JPEG,"platypus, duckbill, duckbilled platypus, duck-billed platypus, Ornithorhynchus anatinus",2
n03902125_19685.JPEG,"pay-phone, pay-station",1
n04152593_16952.JPEG,"screen, CRT screen",4
n04612504_3286.JPEG,yawl,1
n07716906_5285.JPEG,spaghetti squash,4
n02807133_20308.JPEG,"bathing cap, swimming cap",4
COCO_train2014_000000334772.jpg,"zebra,zebra",2
n01622779_7389.JPEG,"great grey owl, great gray owl, Strix nebulosa",2
n07754684_33513.JPEG,"jackfruit, jak, jack",2
COCO_train2014_000000334011.jpg,"horse,person,person",1
HorseRaceTrack4.jpg,HorseRaceTrack,1
n04111531_3191.JPEG,rotisserie,4
n04037443_34400.JPEG,"racer, race car, racing car",1
n02114712_15679.JPEG,"red wolf, maned wolf, Canis rufus, Canis niger",2
n02077923_413.JPEG,sea lion,2
COCO_train2014_000000219750.jpg,"car,car,car,bus,person,traffic light,traffic light,traffic light,person,car,car,car,handbag,handbag,bus,traffic light,person",1
n02486410_2596.JPEG,baboon,2
deck4.jpg,deck,3
n02128925_3869.JPEG,"jaguar, panther, Panthera onca, Felis onca",2
n02119789_7090.JPEG,"kit fox, Vulpes macrotis",2
baywindow1.jpg,baywindow,3
wrestlingring7.jpg,wrestlingring,3
n04009552_16559.JPEG,projector,4
COCO_train2014_000000282987.jpg,"giraffe,giraffe,giraffe",2
n04525305_5174.JPEG,vending machine,4
n02093859_1318.JPEG,Kerry blue terrier,0
COCO_train2014_000000043776.jpg,train,1
n02730930_15174.JPEG,apron,4
n02504458_4448.JPEG,"African elephant, Loxodonta africana",2
n02408429_8642.JPEG,"water buffalo, water ox, Asiatic buffalo, Bubalus bubalis",2
COCO_train2014_000000305685.jpg,"tie,chair,dining table,cup,cup,cup,cup,bowl,bowl,person,person,person,cup,cup,cup,cup,cup,chair,chair,chair,person,person,person,person,person,person,person,person,cup,cup,cup,bowl,person,tie,tie,tie,tie,cup,chair,person,couch,person,cup",1
n02028035_1596.JPEG,"redshank, Tringa totanus",2
COCO_train2014_000000143420.jpg,pizza,4
carmechanic4.jpeg,carmechanic,3
COCO_train2014_000000007932.jpg,"person,person,tennis racket,tennis racket,person",1
n04019541_881.JPEG,"puck, hockey puck",1
COCO_train2014_000000047780.jpg,"dog,cat",0
COCO_train2014_000000367048.jpg,"cell phone,person,person,cake,cake,cake,cake,dining table,person,person",4
winebarrel2.jpg,winebarrel,3
COCO_train2014_000000319747.jpg,"bus,bus,person,person,person,person,person,person,person,person,person,person,handbag,person,person,bus,person,person",1
barbershop3.jpg,barbershop,3
shoestore8.jpg,shoestore,3
RVinside2.jpg,RVinside,3
n02013706_6959.JPEG,"limpkin, Aramus pictus",2
